date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
2022-06-08,Clothing,SKU_005,206.64,In Stock,6,1239.84,Youth,130,6,83,9,Carrier X,39.58,Supplier A,East,11,851,9,145.79,Fail,0.0153,Air,Route 2,166.26
2022-06-09,Clothing,SKU_001,95.02,Out of Stock,4,380.08,Senior,164,9,37,8,Carrier X,29.69,Supplier C,East,7,182,18,157.74,Fail,0.0657,Road,Route 3,793.44
2022-06-09,Clothing,SKU_002,451.1,In Stock,10,4511.0,Senior,87,12,55,1,Carrier Y,28.75,Supplier A,West,3,198,12,60.91,Pass,0.033,Air,Route 3,444.76
2022-06-09,Clothing,SKU_003,303.34,Out of Stock,11,3336.74,Senior,89,11,44,6,Carrier X,30.88,Supplier A,North,2,950,16,246.59,Pass,0.042,Road,Route 3,572.74
2022-06-09,Electronics,SKU_004,488.57,In Stock,9,4397.13,Youth,1,5,76,3,Carrier Y,5.71,Supplier B,East,11,732,7,50.94,Fail,0.0486,Air,Route 2,944.41
2022-06-09,Clothing,SKU_005,195.56,Out of Stock,4,782.24,Adult,65,2,43,3,Carrier X,28.2,Supplier C,West,9,536,14,148.48,Pass,0.0657,Road,Route 1,568.99
2022-06-10,Clothing,SKU_001,245.09,Out of Stock,13,3186.17,Adult,79,7,24,4,Carrier Z,20.72,Supplier B,South,11,662,15,162.86,Fail,0.0636,Sea,Route 3,360.06
2022-06-10,Clothing,SKU_002,259.45,Out of Stock,9,2335.05,Adult,190,10,83,3,Carrier Y,43.73,Supplier C,North,5,233,9,219.53,Pass,0.0897,Road,Route 3,950.4
2022-06-10,Electronics,SKU_003,441.68,Out of Stock,6,2650.08,Senior,54,7,73,9,Carrier Y,42.31,Supplier C,North,8,357,8,108.25,Fail,0.0365,Road,Route 2,777.13
2022-06-10,Furniture,SKU_004,154.86,Out of Stock,8,1238.88,Senior,176,11,26,4,Carrier Z,36.88,Supplier C,East,13,338,8,234.03,Fail,0.0542,Sea,Route 3,899.49
2022-06-10,Clothing,SKU_005,489.86,In Stock,13,6368.18,Senior,109,4,13,9,Carrier Y,7.32,Supplier C,West,7,794,16,270.43,Pass,0.0119,Road,Route 3,240.86
2022-06-11,Electronics,SKU_001,435.99,Out of Stock,9,3923.91,Senior,38,10,83,3,Carrier Y,5.39,Supplier A,South,7,332,9,217.37,Pass,0.0315,Road,Route 3,786.02
2022-06-11,Clothing,SKU_002,472.59,Out of Stock,10,4725.9,Adult,72,4,72,7,Carrier Y,35.44,Supplier B,East,11,330,16,47.23,Pass,0.043,Air,Route 3,369.72
2022-06-11,Clothing,SKU_003,477.41,Out of Stock,14,6683.74,Senior,138,11,36,1,Carrier Z,14.42,Supplier C,East,12,638,7,147.41,Fail,0.05,Road,Route 1,254.65
2022-06-11,Furniture,SKU_004,364.44,Out of Stock,7,2551.08,Senior,185,10,81,4,Carrier Z,6.25,Supplier A,North,9,531,6,213.01,Fail,0.0355,Air,Route 3,733.47
2022-06-11,Furniture,SKU_005,395.61,Out of Stock,7,2769.27,Youth,141,4,74,1,Carrier X,36.31,Supplier B,South,6,652,7,201.94,Fail,0.0431,Road,Route 3,548.39
2022-06-12,Furniture,SKU_001,133.35,Out of Stock,14,1866.9,Youth,72,3,94,8,Carrier Z,37.37,Supplier C,West,5,907,14,42.35,Pass,0.081,Air,Route 2,433.15
2022-06-12,Furniture,SKU_002,494.11,Out of Stock,6,2964.66,Adult,118,11,91,2,Carrier X,38.32,Supplier C,North,2,512,7,289.24,Pass,0.0458,Road,Route 2,908.6
2022-06-12,Furniture,SKU_003,114.42,In Stock,12,1373.04,Adult,51,3,34,4,Carrier Z,43.04,Supplier C,South,8,224,10,45.78,Pass,0.0094,Air,Route 3,984.93
2022-06-12,Electronics,SKU_004,59.92,In Stock,4,239.68,Senior,123,6,32,5,Carrier Z,39.22,Supplier C,South,11,81,17,256.29,Pass,0.0455,Air,Route 1,267.73
2022-06-12,Furniture,SKU_005,313.75,In Stock,7,2196.25,Youth,134,12,73,1,Carrier Y,21.47,Supplier B,West,4,593,11,22.94,Fail,0.0504,Sea,Route 1,985.17
2022-06-13,Furniture,SKU_001,73.42,Out of Stock,8,587.36,Adult,133,13,75,5,Carrier Z,6.82,Supplier A,East,13,287,19,175.28,Fail,0.011,Air,Route 3,498.98
2022-06-13,Electronics,SKU_002,332.73,In Stock,5,1663.65,Senior,137,8,73,9,Carrier Y,17.94,Supplier B,South,11,262,11,235.43,Fail,0.0345,Road,Route 1,542.95
2022-06-13,Clothing,SKU_003,453.78,Out of Stock,8,3630.24,Youth,175,4,31,2,Carrier Z,20.31,Supplier B,East,14,533,19,254.19,Fail,0.0349,Air,Route 3,904.65
2022-06-13,Furniture,SKU_004,125.69,In Stock,14,1759.66,Adult,26,8,47,5,Carrier Y,32.09,Supplier B,South,14,880,10,121.9,Pass,0.0243,Air,Route 2,986.89
2022-06-13,Electronics,SKU_005,433.35,In Stock,15,6500.25,Adult,184,4,35,8,Carrier Y,29.48,Supplier B,East,3,350,6,245.48,Pass,0.0262,Air,Route 1,605.62
2022-06-14,Clothing,SKU_001,71.69,In Stock,4,286.76,Youth,56,2,25,5,Carrier X,44.15,Supplier B,West,3,68,15,220.39,Pass,0.0677,Sea,Route 2,674.63
2022-06-14,Furniture,SKU_002,198.82,In Stock,14,2783.48,Senior,144,12,49,6,Carrier X,7.83,Supplier B,West,3,909,5,63.11,Fail,0.0956,Air,Route 2,754.69
2022-06-14,Furniture,SKU_003,218.62,In Stock,10,2186.2,Youth,66,14,92,6,Carrier Z,25.35,Supplier A,East,2,353,18,156.63,Pass,0.0638,Air,Route 2,306.47
2022-06-14,Electronics,SKU_004,200.69,In Stock,8,1605.52,Adult,47,7,34,3,Carrier X,35.59,Supplier C,South,9,841,7,106.17,Pass,0.0968,Air,Route 3,985.29
2022-06-14,Clothing,SKU_005,233.19,Out of Stock,10,2331.9,Youth,151,6,95,9,Carrier Y,13.42,Supplier B,West,4,632,13,235.97,Fail,0.0387,Air,Route 2,407.44
2022-06-15,Clothing,SKU_001,114.51,In Stock,10,1145.1,Adult,17,14,86,7,Carrier Y,49.57,Supplier A,East,11,874,17,57.71,Pass,0.0734,Air,Route 2,888.44
2022-06-15,Furniture,SKU_002,268.13,Out of Stock,7,1876.91,Youth,92,9,30,8,Carrier Z,18.6,Supplier A,West,10,450,15,138.73,Fail,0.0779,Road,Route 2,562.57
2022-06-15,Clothing,SKU_003,428.59,Out of Stock,14,6000.26,Youth,154,11,12,8,Carrier Y,19.08,Supplier C,West,14,80,17,268.85,Pass,0.0325,Road,Route 1,349.0
2022-06-15,Electronics,SKU_004,103.93,Out of Stock,7,727.51,Youth,84,7,76,7,Carrier Z,23.4,Supplier C,West,2,841,9,235.15,Fail,0.0375,Road,Route 2,955.4
2022-06-15,Electronics,SKU_005,446.56,Out of Stock,11,4912.16,Youth,159,10,22,7,Carrier X,42.63,Supplier C,West,13,576,12,144.04,Pass,0.0789,Air,Route 3,223.39
2022-06-16,Clothing,SKU_001,126.61,In Stock,10,1266.1,Senior,65,3,28,4,Carrier X,40.63,Supplier B,South,14,363,19,234.21,Fail,0.0117,Sea,Route 2,137.76
2022-06-16,Clothing,SKU_002,372.52,Out of Stock,8,2980.16,Senior,183,3,39,3,Carrier Y,13.59,Supplier C,West,4,928,9,104.7,Pass,0.0284,Sea,Route 2,929.67
2022-06-16,Clothing,SKU_003,307.8,In Stock,10,3078.0,Youth,64,2,57,4,Carrier X,22.96,Supplier C,South,12,686,17,174.14,Pass,0.0625,Road,Route 1,939.37
2022-06-16,Furniture,SKU_004,135.5,In Stock,8,1084.0,Youth,71,14,52,9,Carrier Y,9.86,Supplier C,South,3,294,6,55.11,Pass,0.0573,Air,Route 3,380.3
2022-06-16,Electronics,SKU_005,77.89,In Stock,7,545.23,Adult,176,10,16,5,Carrier Y,24.23,Supplier C,West,6,175,11,286.58,Fail,0.0991,Sea,Route 1,278.7
2022-06-17,Electronics,SKU_001,442.68,In Stock,9,3984.12,Adult,60,11,23,1,Carrier X,6.73,Supplier C,West,7,534,7,118.88,Pass,0.0552,Sea,Route 1,536.08
2022-06-17,Furniture,SKU_002,291.78,In Stock,10,2917.8,Adult,45,10,28,2,Carrier Z,38.12,Supplier A,South,4,420,9,266.28,Fail,0.0133,Road,Route 1,948.66
2022-06-17,Electronics,SKU_003,292.16,Out of Stock,10,2921.6,Youth,76,13,63,4,Carrier Z,13.46,Supplier C,West,6,348,13,72.27,Pass,0.091,Sea,Route 1,270.29
2022-06-17,Furniture,SKU_004,473.16,Out of Stock,11,5204.76,Youth,137,8,37,6,Carrier Y,26.86,Supplier C,East,3,749,12,128.38,Fail,0.0447,Road,Route 3,297.16
2022-06-17,Electronics,SKU_005,50.59,Out of Stock,7,354.13,Adult,149,9,73,5,Carrier X,25.34,Supplier B,North,8,568,19,134.88,Fail,0.0435,Sea,Route 3,784.19
2022-06-18,Furniture,SKU_001,303.98,In Stock,7,2127.86,Senior,111,6,98,1,Carrier Y,45.13,Supplier A,East,12,492,19,38.82,Pass,0.073,Road,Route 1,276.53
2022-06-18,Clothing,SKU_002,275.98,In Stock,10,2759.8,Youth,91,2,35,8,Carrier Y,19.31,Supplier A,North,11,707,7,31.99,Fail,0.0741,Road,Route 3,787.01
2022-06-18,Furniture,SKU_003,137.4,In Stock,7,961.8,Senior,160,9,83,4,Carrier Z,5.64,Supplier A,West,10,202,9,182.18,Pass,0.0941,Road,Route 3,176.97
2022-06-18,Furniture,SKU_004,83.9,In Stock,7,587.3,Adult,12,9,44,1,Carrier Z,13.47,Supplier B,South,3,958,17,277.39,Fail,0.0137,Air,Route 2,169.22
2022-06-18,Furniture,SKU_005,343.3,Out of Stock,13,4462.9,Adult,157,6,84,7,Carrier Z,46.54,Supplier C,South,5,192,5,238.62,Fail,0.0324,Air,Route 1,706.43
2022-06-19,Clothing,SKU_001,458.28,In Stock,4,1833.12,Youth,188,11,86,6,Carrier X,27.61,Supplier B,South,3,743,17,202.55,Fail,0.0773,Air,Route 1,430.18
2022-06-19,Furniture,SKU_002,150.08,Out of Stock,6,900.48,Adult,19,2,81,5,Carrier Y,33.31,Supplier C,North,13,213,18,61.99,Pass,0.0673,Air,Route 2,744.08
2022-06-19,Electronics,SKU_003,109.71,Out of Stock,11,1206.81,Senior,82,13,40,9,Carrier X,39.93,Supplier C,East,6,210,15,255.89,Fail,0.1,Sea,Route 1,287.65
2022-06-19,Clothing,SKU_004,69.06,Out of Stock,11,759.66,Youth,165,10,62,7,Carrier Y,20.48,Supplier C,South,12,530,19,146.76,Fail,0.0316,Sea,Route 1,625.05
2022-06-19,Furniture,SKU_005,310.99,In Stock,7,2176.93,Youth,101,4,74,6,Carrier Y,16.3,Supplier B,North,14,405,8,143.7,Pass,0.0219,Sea,Route 3,608.86
2022-06-20,Electronics,SKU_001,481.06,In Stock,4,1924.24,Senior,197,13,15,4,Carrier X,36.98,Supplier A,East,2,584,5,212.75,Pass,0.0371,Sea,Route 1,932.18
2022-06-20,Clothing,SKU_002,94.97,Out of Stock,8,759.76,Adult,68,10,69,3,Carrier Z,46.35,Supplier C,North,12,151,12,44.1,Pass,0.0869,Sea,Route 3,581.19
2022-06-20,Furniture,SKU_003,362.08,Out of Stock,11,3982.88,Youth,102,3,1,7,Carrier Z,27.3,Supplier C,West,4,301,9,34.65,Pass,0.0472,Road,Route 3,506.05
2022-06-20,Furniture,SKU_004,156.35,In Stock,9,1407.15,Adult,87,11,32,1,Carrier Y,26.94,Supplier A,North,8,245,16,83.14,Fail,0.0682,Road,Route 3,302.28
2022-06-20,Furniture,SKU_005,69.45,Out of Stock,15,1041.75,Youth,24,9,88,4,Carrier Y,16.02,Supplier B,West,5,884,6,179.57,Fail,0.0226,Sea,Route 2,511.3
2022-06-21,Clothing,SKU_001,269.79,Out of Stock,10,2697.9,Youth,63,8,86,7,Carrier X,13.39,Supplier B,East,14,523,7,167.33,Fail,0.0419,Air,Route 2,501.33
2022-06-21,Clothing,SKU_002,384.91,In Stock,10,3849.1,Youth,59,7,93,5,Carrier Y,9.93,Supplier A,South,6,382,14,29.99,Fail,0.0441,Road,Route 3,346.0
2022-06-21,Clothing,SKU_003,477.91,In Stock,14,6690.74,Senior,96,9,46,2,Carrier Z,39.68,Supplier A,South,6,160,15,95.42,Pass,0.079,Air,Route 3,740.36
2022-06-21,Electronics,SKU_004,86.63,Out of Stock,7,606.41,Senior,141,2,17,1,Carrier Z,16.59,Supplier B,North,9,463,17,112.47,Pass,0.0299,Air,Route 3,142.61
2022-06-21,Furniture,SKU_005,311.87,Out of Stock,10,3118.7,Senior,121,8,58,5,Carrier Z,30.32,Supplier A,North,13,324,11,163.88,Pass,0.021,Sea,Route 3,559.77
2022-06-22,Furniture,SKU_001,373.45,In Stock,22,8215.9,Adult,10,7,57,9,Carrier Z,41.81,Supplier A,West,8,167,12,198.33,Fail,0.0017,Sea,Route 3,305.27
2022-06-22,Electronics,SKU_002,326.9,In Stock,13,4249.7,Youth,75,14,11,4,Carrier Z,44.53,Supplier B,North,9,955,19,73.89,Fail,0.0407,Air,Route 2,465.29
2022-06-22,Electronics,SKU_003,481.64,Out of Stock,19,9151.16,Adult,15,14,32,3,Carrier Z,13.41,Supplier C,North,5,932,12,48.99,Fail,0.0962,Air,Route 1,813.71
2022-06-22,Electronics,SKU_004,451.56,In Stock,10,4515.6,Senior,14,8,63,5,Carrier X,16.74,Supplier A,East,5,65,7,164.76,Pass,0.0317,Air,Route 1,970.17
2022-06-22,Clothing,SKU_005,402.34,In Stock,16,6437.44,Senior,4,5,84,5,Carrier Y,47.14,Supplier A,West,10,975,18,192.64,Fail,0.0795,Road,Route 2,456.33
2022-06-23,Clothing,SKU_001,212.97,Out of Stock,7,1490.79,Youth,155,3,95,4,Carrier Z,12.99,Supplier A,South,3,912,17,277.68,Pass,0.054,Road,Route 1,764.92
2022-06-23,Electronics,SKU_002,450.81,In Stock,20,9016.2,Youth,21,7,4,1,Carrier Z,43.1,Supplier C,West,5,846,8,81.19,Pass,0.0349,Sea,Route 1,386.59
2022-06-23,Electronics,SKU_003,492.62,In Stock,11,5418.82,Youth,185,3,2,1,Carrier Z,12.3,Supplier C,South,2,181,5,226.85,Pass,0.0233,Sea,Route 1,536.6
2022-06-23,Electronics,SKU_004,385.77,In Stock,22,8486.94,Adult,139,10,63,2,Carrier X,47.18,Supplier A,East,10,55,18,111.16,Pass,0.0033,Air,Route 3,419.77
2022-06-23,Furniture,SKU_005,367.66,Out of Stock,9,3308.94,Adult,140,11,44,8,Carrier Y,39.43,Supplier A,West,8,200,14,163.62,Pass,0.0887,Air,Route 3,174.16
2022-06-24,Furniture,SKU_001,54.77,Out of Stock,12,657.24,Senior,103,14,99,2,Carrier Y,26.94,Supplier C,West,10,530,14,138.56,Fail,0.083,Sea,Route 1,736.56
2022-06-24,Electronics,SKU_002,370.92,In Stock,16,5934.72,Senior,124,13,22,8,Carrier X,33.44,Supplier A,West,14,614,12,246.4,Pass,0.0286,Sea,Route 2,459.06
2022-06-24,Electronics,SKU_003,288.27,Out of Stock,7,2017.89,Adult,74,11,33,7,Carrier Z,17.81,Supplier B,East,7,536,11,175.91,Pass,0.0556,Road,Route 3,412.81
2022-06-24,Furniture,SKU_004,230.27,In Stock,6,1381.62,Adult,49,14,39,4,Carrier Y,12.37,Supplier B,West,2,354,7,266.48,Pass,0.0725,Air,Route 1,428.86
2022-06-24,Furniture,SKU_005,65.75,Out of Stock,15,986.25,Adult,165,5,48,9,Carrier Y,26.05,Supplier A,East,11,901,6,76.4,Fail,0.0238,Air,Route 2,550.78
2022-06-25,Clothing,SKU_001,452.45,Out of Stock,14,6334.3,Adult,3,5,28,8,Carrier X,21.97,Supplier C,North,14,193,14,271.51,Fail,0.0611,Sea,Route 1,149.27
2022-06-25,Clothing,SKU_002,84.3,Out of Stock,4,337.2,Adult,50,5,70,9,Carrier Y,9.02,Supplier B,North,8,618,10,222.25,Fail,0.0181,Road,Route 3,927.35
2022-06-25,Furniture,SKU_003,274.36,In Stock,9,2469.24,Adult,118,14,8,5,Carrier X,43.53,Supplier A,East,10,999,7,185.02,Fail,0.0663,Air,Route 2,308.27
2022-06-25,Furniture,SKU_004,265.42,In Stock,14,3715.88,Senior,152,10,12,1,Carrier Y,28.76,Supplier B,North,5,942,6,297.6,Pass,0.099,Sea,Route 1,863.29
2022-06-25,Furniture,SKU_005,405.52,In Stock,10,4055.2,Senior,198,13,48,9,Carrier X,14.24,Supplier B,West,5,438,11,169.75,Fail,0.0287,Air,Route 2,143.68
2022-06-26,Furniture,SKU_001,385.74,In Stock,13,5014.62,Adult,69,8,13,1,Carrier Z,47.25,Supplier B,North,13,957,15,277.24,Fail,0.0739,Sea,Route 1,574.5
2022-06-26,Clothing,SKU_002,272.65,In Stock,7,1908.55,Adult,137,5,67,9,Carrier Z,11.94,Supplier A,South,8,160,12,265.93,Pass,0.066,Air,Route 3,694.16
2022-06-26,Clothing,SKU_003,274.8,Out of Stock,16,4396.8,Youth,88,14,54,7,Carrier X,14.35,Supplier A,South,8,93,15,38.33,Fail,0.0708,Air,Route 1,202.87
2022-06-26,Furniture,SKU_004,108.29,In Stock,11,1191.19,Adult,178,11,19,2,Carrier Y,35.86,Supplier A,East,8,966,11,226.0,Fail,0.057,Air,Route 2,982.41
2022-06-26,Furniture,SKU_005,254.83,In Stock,9,2293.47,Adult,164,5,13,3,Carrier Y,9.88,Supplier A,South,6,772,9,74.42,Pass,0.0026,Road,Route 3,851.0
2022-06-27,Furniture,SKU_001,454.71,Out of Stock,9,4092.39,Adult,190,14,49,3,Carrier Z,32.11,Supplier B,East,6,330,7,30.45,Pass,0.0774,Sea,Route 3,756.19
2022-06-27,Furniture,SKU_002,68.92,In Stock,9,620.28,Senior,21,9,56,2,Carrier X,36.27,Supplier C,South,3,258,14,149.42,Fail,0.0616,Sea,Route 1,277.99
2022-06-27,Electronics,SKU_003,287.14,In Stock,13,3732.82,Youth,109,3,10,5,Carrier Z,31.57,Supplier C,South,7,721,11,240.91,Pass,0.016,Air,Route 3,594.6
2022-06-27,Electronics,SKU_004,357.0,Out of Stock,11,3927.0,Senior,47,9,18,6,Carrier Z,5.54,Supplier A,East,4,467,12,134.54,Pass,0.0459,Road,Route 3,196.66
2022-06-27,Clothing,SKU_005,69.93,In Stock,7,489.51,Adult,131,9,88,8,Carrier X,34.4,Supplier B,South,12,571,18,39.85,Pass,0.0881,Road,Route 3,871.38
2022-06-28,Furniture,SKU_001,265.7,In Stock,11,2922.7,Adult,137,3,78,8,Carrier Z,21.93,Supplier A,South,6,391,17,230.29,Pass,0.0949,Sea,Route 2,261.77
2022-06-28,Clothing,SKU_002,463.01,Out of Stock,12,5556.12,Senior,84,10,20,3,Carrier Y,14.97,Supplier A,North,5,892,13,206.31,Pass,0.0909,Sea,Route 1,689.21
2022-06-28,Furniture,SKU_003,102.67,Out of Stock,12,1232.04,Adult,23,2,48,4,Carrier Y,45.34,Supplier B,East,13,671,9,174.21,Fail,0.0083,Road,Route 3,143.03
2022-06-28,Electronics,SKU_004,453.97,Out of Stock,8,3631.76,Senior,149,14,50,2,Carrier Y,37.98,Supplier C,East,13,698,11,240.95,Fail,0.0342,Air,Route 3,818.75
2022-06-28,Furniture,SKU_005,178.32,Out of Stock,13,2318.16,Senior,135,12,2,3,Carrier X,10.5,Supplier A,North,11,922,10,69.88,Pass,0.0435,Road,Route 3,226.94
2022-06-29,Furniture,SKU_001,128.47,Out of Stock,7,899.29,Adult,44,5,12,1,Carrier X,35.59,Supplier B,South,2,844,14,73.84,Fail,0.0364,Road,Route 2,218.87
2022-06-29,Furniture,SKU_002,415.77,Out of Stock,11,4573.47,Youth,131,11,65,5,Carrier Z,41.11,Supplier C,East,12,770,17,155.31,Pass,0.0892,Road,Route 1,516.32
2022-06-29,Electronics,SKU_003,70.47,In Stock,2,140.94,Youth,48,13,58,1,Carrier Y,23.44,Supplier A,West,5,531,7,52.27,Pass,0.0458,Road,Route 3,942.81
2022-06-29,Furniture,SKU_004,493.41,Out of Stock,13,6414.33,Adult,107,13,39,5,Carrier Y,7.13,Supplier C,South,7,175,18,202.39,Pass,0.083,Road,Route 2,418.06
2022-06-29,Electronics,SKU_005,150.52,In Stock,13,1956.76,Youth,122,5,29,1,Carrier X,35.94,Supplier C,East,2,334,9,30.46,Fail,0.0593,Sea,Route 1,764.9
2022-06-30,Electronics,SKU_001,228.96,Out of Stock,6,1373.76,Youth,155,11,26,2,Carrier Y,27.06,Supplier A,West,14,610,6,89.17,Fail,0.0246,Sea,Route 1,810.73
2022-06-30,Electronics,SKU_002,313.02,Out of Stock,9,2817.18,Senior,119,14,65,6,Carrier X,46.77,Supplier B,North,14,406,17,63.28,Fail,0.0042,Air,Route 3,142.98
2022-06-30,Furniture,SKU_003,197.1,Out of Stock,6,1182.6,Youth,64,3,53,4,Carrier X,16.35,Supplier C,West,4,65,9,185.01,Fail,0.0282,Road,Route 2,222.65
2022-06-30,Clothing,SKU_004,355.61,Out of Stock,15,5334.15,Youth,174,13,53,1,Carrier X,47.56,Supplier B,South,9,755,8,170.58,Fail,0.0918,Air,Route 3,483.38
2022-06-30,Clothing,SKU_005,169.39,In Stock,9,1524.51,Youth,123,3,91,6,Carrier Y,31.29,Supplier B,West,7,669,11,277.47,Fail,0.0467,Road,Route 2,653.54
2022-07-01,Electronics,SKU_001,345.86,In Stock,12,4150.32,Adult,190,8,22,5,Carrier Y,28.48,Supplier C,North,6,547,18,180.07,Fail,0.0107,Sea,Route 3,611.51
2022-07-01,Electronics,SKU_002,385.29,In Stock,7,2697.03,Youth,63,6,63,2,Carrier Z,7.75,Supplier B,South,5,911,5,190.33,Pass,0.0391,Air,Route 2,287.1
2022-07-01,Electronics,SKU_003,494.29,In Stock,11,5437.19,Adult,166,3,32,8,Carrier Y,41.41,Supplier B,South,7,808,10,65.77,Fail,0.0876,Road,Route 2,289.17
2022-07-01,Furniture,SKU_004,242.94,Out of Stock,12,2915.28,Senior,17,7,92,7,Carrier Y,11.75,Supplier A,East,5,191,9,120.79,Fail,0.0259,Sea,Route 3,329.95
2022-07-01,Furniture,SKU_005,393.99,Out of Stock,13,5121.87,Adult,0,9,65,1,Carrier Z,6.05,Supplier A,East,11,99,16,249.74,Fail,0.0128,Road,Route 2,353.38
2022-07-02,Electronics,SKU_001,301.71,Out of Stock,4,1206.84,Senior,181,4,28,3,Carrier Y,32.93,Supplier C,West,6,748,15,199.8,Pass,0.0778,Road,Route 1,212.51
2022-07-02,Furniture,SKU_002,159.55,In Stock,6,957.3,Adult,52,3,32,8,Carrier Y,22.68,Supplier C,East,10,414,15,129.38,Fail,0.0528,Sea,Route 1,140.3
2022-07-02,Furniture,SKU_003,57.79,In Stock,12,693.48,Adult,31,11,91,3,Carrier Z,22.91,Supplier C,East,5,801,12,150.74,Fail,0.0884,Air,Route 1,324.51
2022-07-02,Electronics,SKU_004,155.33,Out of Stock,13,2019.29,Senior,179,9,63,4,Carrier X,22.13,Supplier A,South,3,808,14,202.54,Pass,0.0908,Air,Route 2,285.13
2022-07-02,Furniture,SKU_005,358.62,In Stock,5,1793.1,Youth,148,4,58,8,Carrier Y,43.24,Supplier B,North,10,337,15,268.47,Pass,0.0157,Road,Route 2,934.13
2022-07-03,Furniture,SKU_001,247.84,In Stock,13,3221.92,Senior,95,13,15,9,Carrier Z,26.43,Supplier C,South,11,779,12,170.84,Pass,0.0653,Air,Route 2,948.21
2022-07-03,Electronics,SKU_002,311.84,In Stock,11,3430.24,Adult,16,10,12,6,Carrier Z,45.93,Supplier B,South,13,250,8,211.45,Pass,0.0123,Road,Route 3,850.0
2022-07-03,Clothing,SKU_003,301.73,In Stock,13,3922.49,Senior,64,12,75,7,Carrier Y,15.18,Supplier B,West,10,864,14,190.9,Fail,0.0289,Road,Route 1,633.87
2022-07-03,Electronics,SKU_004,160.13,In Stock,9,1441.17,Senior,86,5,48,4,Carrier Y,49.13,Supplier C,North,6,681,10,180.95,Pass,0.0517,Road,Route 1,950.82
2022-07-03,Clothing,SKU_005,159.04,Out of Stock,5,795.2,Adult,149,8,4,1,Carrier Y,17.61,Supplier B,North,5,301,19,217.76,Fail,0.0452,Air,Route 3,550.92
2022-07-04,Furniture,SKU_001,77.01,In Stock,7,539.07,Adult,149,5,15,1,Carrier Z,36.07,Supplier C,South,13,236,10,132.65,Pass,0.0236,Air,Route 2,112.9
2022-07-04,Electronics,SKU_002,89.35,In Stock,12,1072.2,Senior,94,5,31,1,Carrier Z,23.61,Supplier C,South,6,228,12,265.23,Fail,0.0382,Air,Route 3,666.09
2022-07-04,Clothing,SKU_003,384.1,Out of Stock,7,2688.7,Adult,108,9,44,3,Carrier X,36.31,Supplier B,South,9,854,10,297.98,Fail,0.0795,Sea,Route 1,221.99
2022-07-04,Clothing,SKU_004,138.1,In Stock,13,1795.3,Youth,131,11,33,9,Carrier Y,19.1,Supplier B,South,14,837,11,115.11,Fail,0.0883,Sea,Route 2,201.62
2022-07-04,Furniture,SKU_005,215.86,In Stock,14,3022.04,Adult,93,6,88,5,Carrier Y,37.81,Supplier B,East,4,813,8,243.07,Pass,0.0959,Air,Route 2,436.19
2022-07-05,Clothing,SKU_001,138.91,Out of Stock,5,694.55,Adult,143,6,86,1,Carrier Z,38.83,Supplier C,South,3,898,11,120.79,Fail,0.0177,Road,Route 3,475.81
2022-07-05,Electronics,SKU_002,389.97,In Stock,15,5849.55,Adult,157,5,42,7,Carrier Y,20.72,Supplier B,South,8,493,5,29.32,Pass,0.0375,Road,Route 3,451.26
2022-07-05,Electronics,SKU_003,442.42,Out of Stock,9,3981.78,Youth,83,9,51,1,Carrier Y,14.27,Supplier A,South,2,828,9,276.24,Fail,0.0949,Road,Route 2,639.88
2022-07-05,Clothing,SKU_004,110.0,Out of Stock,14,1540.0,Senior,67,12,73,6,Carrier Z,11.15,Supplier B,North,7,338,17,135.66,Fail,0.0966,Road,Route 1,917.73
2022-07-05,Furniture,SKU_005,477.94,Out of Stock,12,5735.28,Senior,46,4,77,2,Carrier Y,27.33,Supplier B,North,14,747,14,190.21,Pass,0.0564,Air,Route 2,970.31
2022-07-06,Furniture,SKU_001,394.18,Out of Stock,8,3153.44,Adult,88,2,52,2,Carrier Y,28.46,Supplier A,South,4,914,15,170.42,Pass,0.0597,Air,Route 1,743.91
2022-07-06,Electronics,SKU_002,254.48,In Stock,8,2035.84,Adult,149,8,60,6,Carrier Z,22.68,Supplier C,West,11,251,14,213.92,Fail,0.0128,Sea,Route 2,247.62
2022-07-06,Furniture,SKU_003,233.87,Out of Stock,9,2104.83,Youth,142,12,74,1,Carrier Y,33.96,Supplier B,West,4,612,16,239.15,Fail,0.017,Road,Route 2,870.18
2022-07-06,Electronics,SKU_004,311.57,In Stock,12,3738.84,Senior,198,3,88,6,Carrier Y,5.74,Supplier C,East,2,423,7,138.83,Fail,0.0926,Sea,Route 2,135.39
2022-07-06,Electronics,SKU_005,50.52,Out of Stock,8,404.16,Senior,121,10,88,9,Carrier X,47.91,Supplier C,North,10,633,18,157.93,Fail,0.0302,Sea,Route 2,650.84
2022-07-07,Clothing,SKU_001,78.28,Out of Stock,9,704.52,Adult,64,13,18,7,Carrier X,30.91,Supplier B,East,4,984,10,92.69,Fail,0.0925,Road,Route 1,200.39
2022-07-07,Furniture,SKU_002,66.79,In Stock,14,935.06,Senior,181,13,16,6,Carrier Y,9.88,Supplier C,South,5,534,13,108.57,Fail,0.0836,Sea,Route 2,115.75
